OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10625,ANATR,3,"Friday, August 8, 1997","Friday, September 5, 1997","Thursday, August 14, 1997",1,43.9,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,NULL,05021,Mexico
10627,SAVEA,8,"Monday, August 11, 1997","Monday, September 22, 1997","Thursday, August 21, 1997",3,107.46,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10634,FOLIG,4,"Friday, August 15, 1997","Friday, September 12, 1997","Thursday, August 21, 1997",3,487.38,Folies gourmandes,184 chaussée de Tournai,Lille,NULL,59000,France
10635,MAGAA,8,"Monday, August 18, 1997","Monday, September 15, 1997","Thursday, August 21, 1997",3,47.46,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
10640,WANDK,4,"Thursday, August 21, 1997","Thursday, September 18, 1997","Thursday, August 28, 1997",1,23.55,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany
10619,MEREP,3,"Monday, August 4, 1997","Monday, September 1, 1997","Thursday, August 7, 1997",3,91.05,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10776,ERNSH,1,"Monday, December 15, 1997","Monday, January 12, 1998","Thursday, December 18, 1997",3,351.53,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10378,FOLKO,5,"Tuesday, December 10, 1996","Tuesday, January 7, 1997","Thursday, December 19, 1996",3,5.44,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
10780,LILAS,2,"Tuesday, December 16, 1997","Tuesday, December 30, 1997","Thursday, December 25, 1997",1,42.13,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10390,ERNSH,6,"Monday, December 23, 1996","Monday, January 20, 1997","Thursday, December 26, 1996",1,126.38,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10758,RICSU,3,"Friday, November 28, 1997","Friday, December 26, 1997","Thursday, December 4, 1997",3,138.17,Richter Supermarkt,Starenweg 5,Genève,NULL,1204,Switzerland
10865,QUICK,2,"Monday, February 2, 1998","Monday, February 16, 1998","Thursday, February 12, 1998",1,348.14,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10866,BERGS,5,"Tuesday, February 3, 1998","Tuesday, March 3, 1998","Thursday, February 12, 1998",1,109.11,Berglunds snabbköp,Berguvsvägen 8,Luleå,NULL,S-958 22,Sweden
10876,BONAP,7,"Monday, February 9, 1998","Monday, March 9, 1998","Thursday, February 12, 1998",3,60.42,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10878,QUICK,4,"Tuesday, February 10, 1998","Tuesday, March 10, 1998","Thursday, February 12, 1998",1,46.69,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10879,WILMK,3,"Tuesday, February 10, 1998","Tuesday, March 10, 1998","Thursday, February 12, 1998",3,8.5,Wilman Kala,Keskuskatu 45,Helsinki,NULL,21240,Finland
10434,FOLKO,3,"Monday, February 3, 1997","Monday, March 3, 1997","Thursday, February 13, 1997",2,17.92,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
10877,RICAR,1,"Monday, February 9, 1998","Monday, March 9, 1998","Thursday, February 19, 1998",1,38.06,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10891,LEHMS,7,"Tuesday, February 17, 1998","Tuesday, March 17, 1998","Thursday, February 19, 1998",2,20.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
10892,MAISD,4,"Tuesday, February 17, 1998","Tuesday, March 17, 1998","Thursday, February 19, 1998",2,120.27,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,NULL,B-1180,Belgium
10445,BERGS,3,"Thursday, February 13, 1997","Thursday, March 13, 1997","Thursday, February 20, 1997",1,9.3,Berglunds snabbköp,Berguvsvägen 8,Luleå,NULL,S-958 22,Sweden
10899,LILAS,5,"Friday, February 20, 1998","Friday, March 20, 1998","Thursday, February 26, 1998",3,1.21,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10901,HILAA,4,"Monday, February 23, 1998","Monday, March 23, 1998","Thursday, February 26, 1998",1,62.09,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10449,BLONP,3,"Tuesday, February 18, 1997","Tuesday, March 18, 1997","Thursday, February 27, 1997",2,53.3,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10854,ERNSH,3,"Tuesday, January 27, 1998","Tuesday, February 24, 1998","Thursday, February 5, 1998",2,100.22,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10426,GALED,4,"Monday, January 27, 1997","Monday, February 24, 1997","Thursday, February 6, 1997",1,18.69,Galería del gastronómo,Rambla de Cataluña 23,Barcelona,NULL,8022,Spain
10791,FRANK,6,"Tuesday, December 23, 1997","Tuesday, January 20, 1998","Thursday, January 1, 1998",2,16.85,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
10821,SPLIR,1,"Thursday, January 8, 1998","Thursday, February 5, 1998","Thursday, January 15, 1998",1,36.68,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10380,HUNGO,8,"Thursday, December 12, 1996","Thursday, January 9, 1997","Thursday, January 16, 1997",3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10400,EASTC,1,"Wednesday, January 1, 1997","Wednesday, January 29, 1997","Thursday, January 16, 1997",3,83.93,Eastern Connection,35 King George,London,NULL,WX3 6FW,UK
10413,LAMAI,3,"Tuesday, January 14, 1997","Tuesday, February 11, 1997","Thursday, January 16, 1997",2,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10397,PRINI,5,"Friday, December 27, 1996","Friday, January 24, 1997","Thursday, January 2, 1997",1,60.26,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,NULL,1756,Portugal
10839,TRADH,3,"Monday, January 19, 1998","Monday, February 16, 1998","Thursday, January 22, 1998",3,35.43,Tradiçao Hipermercados,Av. Inês de Castro 414,Sao Paulo,SP,05634-030,Brazil
10841,SUPRD,5,"Tuesday, January 20, 1998","Tuesday, February 17, 1998","Thursday, January 29, 1998",2,424.3,Suprêmes délices,Boulevard Tirou 255,Charleroi,NULL,B-6000,Belgium
10842,TORTU,1,"Tuesday, January 20, 1998","Tuesday, February 17, 1998","Thursday, January 29, 1998",3,54.42,Tortuga Restaurante,Avda. Azteca 123,México D.F.,NULL,05033,Mexico
10848,CONSH,7,"Friday, January 23, 1998","Friday, February 20, 1998","Thursday, January 29, 1998",2,38.24,Consolidated Holdings,Berkeley Gardens 12 Brewery,London,NULL,WX1 6LT,UK
10407,OTTIK,2,"Tuesday, January 7, 1997","Tuesday, February 4, 1997","Thursday, January 30, 1997",2,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany
10419,RICSU,4,"Monday, January 20, 1997","Monday, February 17, 1997","Thursday, January 30, 1997",2,137.35,Richter Supermarkt,Starenweg 5,Genève,NULL,1204,Switzerland
10793,AROUT,3,"Wednesday, December 24, 1997","Wednesday, January 21, 1998","Thursday, January 8, 1998",3,4.52,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10811,LINOD,8,"Friday, January 2, 1998","Friday, January 30, 1998","Thursday, January 8, 1998",1,31.22,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10398,SAVEA,2,"Monday, December 30, 1996","Monday, January 27, 1997","Thursday, January 9, 1997",3,89.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10403,ERNSH,4,"Friday, January 3, 1997","Friday, January 31, 1997","Thursday, January 9, 1997",3,73.79,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10585,WELLI,7,"Tuesday, July 1, 1997","Tuesday, July 29, 1997","Thursday, July 10, 1997",1,13.41,Wellington Importadora,Rua do Mercado 12,Resende,SP,08737-363,Brazil
10588,QUICK,2,"Thursday, July 3, 1997","Thursday, July 31, 1997","Thursday, July 10, 1997",3,194.67,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10252,SUPRD,4,"Tuesday, July 9, 1996","Tuesday, August 6, 1996","Thursday, July 11, 1996",2,51.3,Suprêmes délices,Boulevard Tirou 255,Charleroi,NULL,B-6000,Belgium
10259,CENTC,4,"Thursday, July 18, 1996","Thursday, August 15, 1996","Thursday, July 25, 1996",3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,NULL,05022,Mexico
10262,RATTC,8,"Monday, July 22, 1996","Monday, August 19, 1996","Thursday, July 25, 1996",3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10606,TRADH,4,"Tuesday, July 22, 1997","Tuesday, August 19, 1997","Thursday, July 31, 1997",3,79.4,Tradiçao Hipermercados,Av. Inês de Castro 414,Sao Paulo,SP,05634-030,Brazil
10562,REGGC,1,"Monday, June 9, 1997","Monday, July 7, 1997","Thursday, June 12, 1997",1,22.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy
10570,MEREP,3,"Tuesday, June 17, 1997","Tuesday, July 15, 1997","Thursday, June 19, 1997",3,188.99,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10545,LAZYK,8,"Thursday, May 22, 1997","Thursday, June 19, 1997","Thursday, June 26, 1997",2,11.92,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
10552,HILAA,2,"Thursday, May 29, 1997","Thursday, June 26, 1997","Thursday, June 5, 1997",1,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10554,OTTIK,4,"Friday, May 30, 1997","Friday, June 27, 1997","Thursday, June 5, 1997",3,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany
10929,FRANK,6,"Thursday, March 5, 1998","Thursday, April 2, 1998","Thursday, March 12, 1998",1,33.93,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
10934,LEHMS,3,"Monday, March 9, 1998","Monday, April 6, 1998","Thursday, March 12, 1998",3,32.01,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
10466,COMMI,4,"Thursday, March 6, 1997","Thursday, April 3, 1997","Thursday, March 13, 1997",1,11.93,Comércio Mineiro,Av. dos Lusíadas 23,Sao Paulo,SP,05432-043,Brazil
10931,RICSU,4,"Friday, March 6, 1998","Friday, March 20, 1998","Thursday, March 19, 1998",2,13.6,Richter Supermarkt,Starenweg 5,Genève,NULL,1204,Switzerland
10943,BSBEV,4,"Wednesday, March 11, 1998","Wednesday, April 8, 1998","Thursday, March 19, 1998",2,2.17,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10946,VAFFE,1,"Thursday, March 12, 1998","Thursday, April 9, 1998","Thursday, March 19, 1998",2,27.2,Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark
10948,GODOS,3,"Friday, March 13, 1998","Friday, April 10, 1998","Thursday, March 19, 1998",3,23.39,Godos Cocina Típica,C/ Romero 33,Sevilla,NULL,41101,Spain
10963,FURIB,9,"Thursday, March 19, 1998","Thursday, April 16, 1998","Thursday, March 26, 1998",3,2.7,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal
10972,LACOR,4,"Tuesday, March 24, 1998","Tuesday, April 21, 1998","Thursday, March 26, 1998",2,0.02,La corne d'abondance,67 avenue de l'Europe,Versailles,NULL,78000,France
10911,GODOS,3,"Thursday, February 26, 1998","Thursday, March 26, 1998","Thursday, March 5, 1998",1,38.19,Godos Cocina Típica,C/ Romero 33,Sevilla,NULL,41101,Spain
10922,HANAR,5,"Tuesday, March 3, 1998","Tuesday, March 31, 1998","Thursday, March 5, 1998",3,62.74,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
10463,SUPRD,5,"Tuesday, March 4, 1997","Tuesday, April 1, 1997","Thursday, March 6, 1997",3,14.78,Suprêmes délices,Boulevard Tirou 255,Charleroi,NULL,B-6000,Belgium
10516,HUNGO,2,"Thursday, April 24, 1997","Thursday, May 22, 1997","Thursday, May 1, 1997",3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10519,CHOPS,6,"Monday, April 28, 1997","Monday, May 26, 1997","Thursday, May 1, 1997",3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland
10520,SANTG,7,"Tuesday, April 29, 1997","Tuesday, May 27, 1997","Thursday, May 1, 1997",1,13.37,Santé Gourmet,Erling Skakkes gate 78,Stavern,NULL,4110,Norway
10526,WARTH,4,"Monday, May 5, 1997","Monday, June 2, 1997","Thursday, May 15, 1997",2,58.59,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10533,FOLKO,8,"Monday, May 12, 1997","Monday, June 9, 1997","Thursday, May 22, 1997",1,188.04,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
10541,HANAR,2,"Monday, May 19, 1997","Monday, June 16, 1997","Thursday, May 29, 1997",1,68.65,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
10709,GOURL,1,"Friday, October 17, 1997","Friday, November 14, 1997","Thursday, November 20, 1997",3,210.8,Gourmet Lanchonetes,Av. Brasil 442,Campinas,SP,04876-786,Brazil
10745,QUICK,9,"Tuesday, November 18, 1997","Tuesday, December 16, 1997","Thursday, November 27, 1997",1,3.52,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10753,FRANS,3,"Tuesday, November 25, 1997","Tuesday, December 23, 1997","Thursday, November 27, 1997",1,7.7,Franchi S.p.A.,Via Monte Bianco 34,Torino,NULL,10100,Italy
10754,MAGAA,6,"Tuesday, November 25, 1997","Tuesday, December 23, 1997","Thursday, November 27, 1997",3,2.38,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
10362,BONAP,3,"Monday, November 25, 1996","Monday, December 23, 1996","Thursday, November 28, 1996",1,96.04,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10317,LONEP,6,"Monday, September 30, 1996","Monday, October 28, 1996","Thursday, October 10, 1996",1,12.69,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10324,SAVEA,9,"Tuesday, October 8, 1996","Tuesday, November 5, 1996","Thursday, October 10, 1996",1,214.27,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10678,SAVEA,7,"Tuesday, September 23, 1997","Tuesday, October 21, 1997","Thursday, October 16, 1997",3,388.98,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10700,SAVEA,3,"Friday, October 10, 1997","Friday, November 7, 1997","Thursday, October 16, 1997",1,65.1,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10328,FURIB,4,"Monday, October 14, 1996","Monday, November 11, 1996","Thursday, October 17, 1996",3,87.03,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal
10707,AROUT,4,"Thursday, October 16, 1997","Thursday, October 30, 1997","Thursday, October 23, 1997",3,21.74,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10710,FRANS,1,"Monday, October 20, 1997","Monday, November 17, 1997","Thursday, October 23, 1997",1,4.98,Franchi S.p.A.,Via Monte Bianco 34,Torino,NULL,10100,Italy
10335,HUNGO,7,"Tuesday, October 22, 1996","Tuesday, November 19, 1996","Thursday, October 24, 1996",2,42.11,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10312,WANDK,2,"Monday, September 23, 1996","Monday, October 21, 1996","Thursday, October 3, 1996",2,40.26,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany
10315,ISLAT,4,"Thursday, September 26, 1996","Thursday, October 24, 1996","Thursday, October 3, 1996",2,41.76,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10687,HUNGO,9,"Tuesday, September 30, 1997","Tuesday, October 28, 1997","Thursday, October 30, 1997",2,296.43,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10694,QUICK,8,"Monday, October 6, 1997","Monday, November 3, 1997","Thursday, October 9, 1997",3,398.36,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10651,WANDK,8,"Monday, September 1, 1997","Monday, September 29, 1997","Thursday, September 11, 1997",2,20.6,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany
10654,BERGS,5,"Tuesday, September 2, 1997","Tuesday, September 30, 1997","Thursday, September 11, 1997",1,55.26,Berglunds snabbköp,Berguvsvägen 8,Luleå,NULL,S-958 22,Sweden
10655,REGGC,1,"Wednesday, September 3, 1997","Wednesday, October 1, 1997","Thursday, September 11, 1997",2,4.41,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy
10280,BERGS,2,"Wednesday, August 14, 1996","Wednesday, September 11, 1996","Thursday, September 12, 1996",1,8.98,Berglunds snabbköp,Berguvsvägen 8,Luleå,NULL,S-958 22,Sweden
10662,LONEP,3,"Tuesday, September 9, 1997","Tuesday, October 7, 1997","Thursday, September 18, 1997",2,1.28,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10670,FRANK,4,"Tuesday, September 16, 1997","Tuesday, October 14, 1997","Thursday, September 18, 1997",1,203.48,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
10311,DUMON,1,"Friday, September 20, 1996","Friday, October 4, 1996","Thursday, September 26, 1996",3,24.69,Du monde entier,67 rue des Cinquante Otages,Nantes,NULL,44000,France
10294,RATTC,4,"Friday, August 30, 1996","Friday, September 27, 1996","Thursday, September 5, 1996",2,147.26,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10484,BSBEV,3,"Monday, March 24, 1997","Monday, April 21, 1997","Tuesday, April 1, 1997",3,6.88,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
11000,RATTC,2,"Monday, April 6, 1998","Monday, May 4, 1998","Tuesday, April 14, 1998",3,55.12,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
11001,FOLKO,2,"Monday, April 6, 1998","Monday, May 4, 1998","Tuesday, April 14, 1998",2,197.3,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
10986,OCEAN,8,"Monday, March 30, 1998","Monday, April 27, 1998","Tuesday, April 21, 1998",2,217.86,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,NULL,1010,Argentina
11010,REGGC,2,"Thursday, April 9, 1998","Thursday, May 7, 1998","Tuesday, April 21, 1998",2,28.71,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy
11021,QUICK,3,"Tuesday, April 14, 1998","Tuesday, May 12, 1998","Tuesday, April 21, 1998",1,297.18,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10507,ANTON,7,"Tuesday, April 15, 1997","Tuesday, May 13, 1997","Tuesday, April 22, 1997",1,47.45,Antonio Moreno Taquería,Mataderos 2312,México D.F.,NULL,05023,Mexico
11026,FRANS,4,"Wednesday, April 15, 1998","Wednesday, May 13, 1998","Tuesday, April 28, 1998",1,47.09,Franchi S.p.A.,Via Monte Bianco 34,Torino,NULL,10100,Italy
11041,CHOPS,3,"Wednesday, April 22, 1998","Wednesday, May 20, 1998","Tuesday, April 28, 1998",2,48.22,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland
10502,PERIC,2,"Thursday, April 10, 1997","Thursday, May 8, 1997","Tuesday, April 29, 1997",1,69.32,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,NULL,05033,Mexico
10509,BLAUS,4,"Thursday, April 17, 1997","Thursday, May 15, 1997","Tuesday, April 29, 1997",1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
10517,NORTS,3,"Thursday, April 24, 1997","Thursday, May 22, 1997","Tuesday, April 29, 1997",3,32.07,North/South,South House 300 Queensbridge,London,NULL,SW7 1RZ,UK
10951,RICSU,9,"Monday, March 16, 1998","Monday, April 27, 1998","Tuesday, April 7, 1998",2,30.85,Richter Supermarkt,Starenweg 5,Genève,NULL,1204,Switzerland
10990,ERNSH,2,"Wednesday, April 1, 1998","Wednesday, May 13, 1998","Tuesday, April 7, 1998",3,117.61,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10991,QUICK,1,"Wednesday, April 1, 1998","Wednesday, April 29, 1998","Tuesday, April 7, 1998",1,38.51,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10491,FURIB,8,"Monday, March 31, 1997","Monday, April 28, 1997","Tuesday, April 8, 1997",3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal
10596,WHITC,8,"Friday, July 11, 1997","Friday, August 8, 1997","Tuesday, August 12, 1997",1,16.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10623,FRANK,8,"Thursday, August 7, 1997","Thursday, September 4, 1997","Tuesday, August 12, 1997",2,97.18,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
10277,MORGK,2,"Friday, August 9, 1996","Friday, September 6, 1996","Tuesday, August 13, 1996",3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,NULL,04179,Germany
10624,THECR,4,"Thursday, August 7, 1997","Thursday, September 4, 1997","Tuesday, August 19, 1997",2,94.8,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA
10630,KOENE,1,"Wednesday, August 13, 1997","Wednesday, September 10, 1997","Tuesday, August 19, 1997",2,32.35,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
10632,WANDK,8,"Thursday, August 14, 1997","Thursday, September 11, 1997","Tuesday, August 19, 1997",1,41.38,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany
10636,WARTH,4,"Tuesday, August 19, 1997","Tuesday, September 16, 1997","Tuesday, August 26, 1997",1,1.15,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10637,QUEEN,6,"Tuesday, August 19, 1997","Tuesday, September 16, 1997","Tuesday, August 26, 1997",1,201.29,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
10641,HILAA,4,"Friday, August 22, 1997","Friday, September 19, 1997","Tuesday, August 26, 1997",2,179.61,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10284,LEHMS,4,"Monday, August 19, 1996","Monday, September 16, 1996","Tuesday, August 27, 1996",1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
10616,GREAL,1,"Thursday, July 31, 1997","Thursday, August 28, 1997","Tuesday, August 5, 1997",2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10267,FRANK,4,"Monday, July 29, 1996","Monday, August 26, 1996","Tuesday, August 6, 1996",1,208.58,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
10272,RATTC,6,"Friday, August 2, 1996","Friday, August 30, 1996","Tuesday, August 6, 1996",2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10773,ERNSH,1,"Thursday, December 11, 1997","Thursday, January 8, 1998","Tuesday, December 16, 1997",3,96.43,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10756,SPLIR,8,"Thursday, November 27, 1997","Thursday, December 25, 1997","Tuesday, December 2, 1997",2,73.21,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10786,QUEEN,8,"Friday, December 19, 1997","Friday, January 16, 1998","Tuesday, December 23, 1997",1,110.87,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
10371,LAMAI,1,"Tuesday, December 3, 1996","Tuesday, December 31, 1996","Tuesday, December 24, 1996",1,0.45,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10389,BOTTM,4,"Friday, December 20, 1996","Friday, January 17, 1997","Tuesday, December 24, 1996",2,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10350,LAMAI,6,"Monday, November 11, 1996","Monday, December 9, 1996","Tuesday, December 3, 1996",2,64.19,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10361,QUICK,1,"Friday, November 22, 1996","Friday, December 20, 1996","Tuesday, December 3, 1996",2,183.17,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10391,DRACD,3,"Monday, December 23, 1996","Monday, January 20, 1997","Tuesday, December 31, 1996",3,5.45,Drachenblut Delikatessen,Walserweg 21,Aachen,NULL,52066,Germany
10762,FOLKO,3,"Tuesday, December 2, 1997","Tuesday, December 30, 1997","Tuesday, December 9, 1997",1,328.74,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
10765,QUICK,3,"Thursday, December 4, 1997","Thursday, January 1, 1998","Tuesday, December 9, 1997",3,42.74,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10766,OTTIK,4,"Friday, December 5, 1997","Friday, January 2, 1998","Tuesday, December 9, 1997",1,157.55,Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany
10847,SAVEA,4,"Thursday, January 22, 1998","Thursday, February 5, 1998","Tuesday, February 10, 1998",3,487.57,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10856,ANTON,3,"Wednesday, January 28, 1998","Wednesday, February 25, 1998","Tuesday, February 10, 1998",2,58.43,Antonio Moreno Taquería,Mataderos 2312,México D.F.,NULL,05023,Mexico
10871,BONAP,9,"Thursday, February 5, 1998","Thursday, March 5, 1998","Tuesday, February 10, 1998",2,112.27,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10436,BLONP,3,"Wednesday, February 5, 1997","Wednesday, March 5, 1997","Tuesday, February 11, 1997",2,156.66,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10861,WHITC,4,"Friday, January 30, 1998","Friday, February 27, 1998","Tuesday, February 17, 1998",2,14.93,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10863,HILAA,4,"Monday, February 2, 1998","Monday, March 2, 1998","Tuesday, February 17, 1998",2,30.26,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10442,ERNSH,3,"Tuesday, February 11, 1997","Tuesday, March 11, 1997","Tuesday, February 18, 1997",2,47.94,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10454,LAMAI,4,"Friday, February 21, 1997","Friday, March 21, 1997","Tuesday, February 25, 1997",3,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
